,mols_bitter,T_F,bitter_smiles,bitter,Reference
204,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0506C0>,False,CC(CCCC(=C)C)CCOC(=O)C,True,BitterDB
205,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050710>,False,CC(CCC=C(C)C)CCOCC=O,True,Fenaroli’s Handbook of Flavor Ingredient
206,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050760>,False,CCCCCCCCCCCCC=O,True,The Good Scents Company Database
207,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0507B0>,False,OC(=O)c1cccc2cccc(C=O)c12,True,BitterDB
208,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050800>,False,[Mg+2].CC([O-])C(=O)[O-].CC([O-])C(=O)[O-],True,BitterDB
209,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050850>,False,NC(=S)Nc1cccc2ccccc12,True,BitterDB
210,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0508A0>,False,Cl.CNCC(O)c1cccc(O)c1,True,BitterDB
211,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0508F0>,False,O([H])C([C@]([H])(C([H])([H])c(c([H])n1[H])c2c1c([H])c([H])c([H])c2[H])N([H])[H])=O,True,BitterDB
212,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050940>,False,CCN(CC)c1cc(C)nc2ncnn12,True,BitterDB
213,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050990>,False,[Na+].CCC1(CC)C(=O)NC(=NC1=O)[O-],True,BitterDB
214,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0509E0>,False,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,True,BitterDB
215,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050A30>,False,O=C(C=Cc1ccccc1)c2ccccc2,True,BitterDB
216,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050A80>,False,COCC(CCCCc1ccccc1)O,True,Rojas et al. (2017)
217,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050AD0>,False,CCOc1ccc(NC(=O)C(C)O)cc1,True,BitterDB
218,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050B20>,False,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,True,BitterDB
219,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050B70>,False,C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2,True,Fenaroli’s Handbook of Flavor Ingredient
220,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050BC0>,False,CCC(=O)OCC=C(/C)CCC=C(C)C,True,BitterDB
221,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050C10>,False,OC(=O)c1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-],True,BitterDB
222,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050C60>,False,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,True,Fenaroli’s Handbook of Flavor Ingredient
223,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050CB0>,False,CCCCC1(CC)C(=O)NC(=O)NC1=O,True,BitterDB
224,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050D00>,False,COc1ccc2c(c1)C(=O)NS2(=O)=O,True,Rojas et al. (2017)
225,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050D50>,False,COc1cccc2c1S(=O)(=O)NC2=O,True,Rojas et al. (2017)
226,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050DA0>,False,CCCCCC1=NC2=CC=CC=C2N=C1C,True,The Good Scents Company Database
227,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050DF0>,False,C1=CC=C(C=C1)CSCC2=CC=CC=C2,True,The Good Scents Company Database
228,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050E40>,False,Cl.CCC(NC)c1ccccc1OC,True,BitterDB
229,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050E90>,False,O=c(o1)ccc(c2OC)c1cc(c23)occ3,True,Wiener et al. (2017) - Bitter-New
230,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050EE0>,False,c1coc(c12)c(OC)c3c(c2)ccc(=O)o3,True,Wiener et al. (2017) - Bitter-New
231,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050F30>,False,O=c(o1)ccc(c2OC)c1cc(c23)occ3,True,Wiener et al. (2017) - UNIMI
232,<rdkit.Chem.rdchem.Mol object at 0x00000201DE050F80>,False,c1coc(c12)c(OC)c3c(c2)ccc(=O)o3,True,Wiener et al. (2017) - UNIMI
233,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E030>,False,Clc1ccc2c(c1)C(=O)NS2(=O)=O,True,Rojas et al. (2017)
234,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E080>,False,Cl.CCNCC(O)c1cccc(O)c1,True,BitterDB
235,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E0D0>,False,CC1(C(=O)NC(=O)NC1=O)c2ccccc2,True,BitterDB
236,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E120>,False,CCCC(C)(COC(=O)N)COC(=O)N,True,BitterDB
237,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E170>,False,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C,True,The Good Scents Company Database
238,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E1C0>,False,O=C1C(=COc2ccccc12)c3ccccc3,True,BitterDB
239,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E210>,False,O([H])C([C@]([H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])N([H])C(C([H])([H])N([H])[H])=O)=O,True,BitterDB
240,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E260>,False,CCOC(=O)c1ccccc1C(=O)OCC,True,BitterDB
241,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E2B0>,False,O=C1C=C(Oc2ccccc12)c3ccccc3,True,BitterDB
242,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E300>,False,CCOC(=O)/C=C/c1cc(OC)c(O)cc1,True,Wiener et al. (2017) - Bitter-New
243,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E350>,False,O=C1CC(Oc2ccccc12)c3ccccc3,True,BitterDB
244,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E3A0>,False,Oc1ccc(cc1)C(=O)C=Cc2ccccc2,True,BitterDB
245,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E3F0>,False,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,True,BitterDB
246,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E440>,False,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,True,BitterDB
247,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E490>,False,CCCC(=O)OC(C)(C)C1CCC(=CC1)C,True,Fenaroli’s Handbook of Flavor Ingredient
248,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E4E0>,False,Cl.CC(Cc1ccccc1)NCCC#N,True,BitterDB
249,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E530>,False,CC(C)OC1=NS(=O)(=O)c2ccccc12,True,BitterDB
250,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E580>,False,CCCOc1ccc(cc1N(=O)=O)N(=O)=O,True,Rojas et al. (2017)
251,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E5D0>,False,CCOC(=O)c1cc(OC)c(O)c(c1)OC,True,Wiener et al. (2017) - Bitter-New
252,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E620>,False,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,True,BitterDB
253,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E670>,False,O=C1NS(=O)(=O)c2c1cccc2N(=O)=O,True,Rojas et al. (2017)
254,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E6C0>,False,O=C1NS(=O)(=O)c2c1ccc(c2)N(=O)=O,True,Rojas et al. (2017)
255,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E710>,False,O=C1NS(=O)(=O)c2c1cc(cc2)N(=O)=O,True,Rojas et al. (2017)
256,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E760>,False,O=C1NS(=O)(=O)c2c1c(ccc2)N(=O)=O,True,Rojas et al. (2017)
257,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E7B0>,False,[O-][N+](=O)c1cccc2C(=O)NS(=O)(=O)c12,True,BitterDB
258,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E800>,False,[O-][N+](=O)c1ccc2c(c1)C(=O)NS2(=O)=O,True,BitterDB
259,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E850>,False,[O-][N+](=O)c1ccc2C(=O)NS(=O)(=O)c2c1,True,BitterDB
260,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E8A0>,False,Cc1cccn2c(=O)c(cnc12)c1nn[nH]n1,True,BitterDB
261,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E8F0>,False,OC(=O)C(O)(c1ccccc1)c2ccccc2,True,BitterDB
262,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E940>,False,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,True,BitterDB
263,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E990>,False,S=C(Nc1ccccc1)Nc2ccccc2,True,BitterDB
264,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06E9E0>,False,Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],True,BitterDB
265,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EA30>,False,CC(C)C1=C(C)N(C)N(C1=O)c2ccccc2,True,BitterDB
266,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EA80>,False,CC(N)Cc1ccccc1.OP(=O)(O)O,True,BitterDB
267,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EAD0>,False,[Na].CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,True,BitterDB
268,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EB20>,False,COC(=O)CC(CC(=O)OC)(C(=O)OC)O,True,The Good Scents Company Database
269,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EB70>,False,[Na+].CCC(C)C1(CC)C(=O)NC(=NC1=O)[O-],True,BitterDB
270,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EBC0>,False,C=CCC1(C2CCC=C2)C(=O)NC(=O)NC1=O,True,BitterDB
271,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EC10>,False,COc1cc(C)nc(n1)n2nc(C)cc2OC,True,BitterDB
272,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EC60>,False,Cl.Nc1c2CCCCc2nc3ccccc13,True,BitterDB
273,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06ECB0>,False,CCN(CC)CCNC(=O)c1ccc(N)cc1,True,BitterDB
274,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06ED00>,False,CC[NH+](CC)CC(=O)Nc(c1C)c(C)ccc1,True,Wiener et al. (2017) - Bitter-New
275,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06ED50>,False,Br.COC(=O)C1=CCCN(C)C1,True,BitterDB
276,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EDA0>,False,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,True,BitterDB
277,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EDF0>,False,CC(=O)Nc1ccc(C=N/NC(=S)N)cc1,True,BitterDB
278,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EE40>,False,CC1CCCC2(C1C1OC(=O)C(C1CC2)C)C,True,Rojas et al. (2017)
279,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EE90>,False,Oc1ccc2C(=O)C(=COc2c1)c3ccccc3,True,BitterDB
280,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EEE0>,False,Oc1cccc2OC(=CC(=O)c12)c3ccccc3,True,BitterDB
281,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EF30>,False,Oc1ccc(cc1)C2=CC(=O)c3ccccc3O2,True,BitterDB
282,<rdkit.Chem.rdchem.Mol object at 0x00000201DE06EF80>,False,CCC(C)(C)C1(CC=C)C(=O)NC(=O)NC1=O,True,BitterDB
283,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049030>,False,CC(C)CC(=O)OCC=C(/C)CCC=C(C)C,True,BitterDB
284,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049080>,False,CC1=CCC(CC1)C(C)(C)OC(=O)CC(C)C,True,The Good Scents Company Database
285,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0490D0>,False,Oc1cccc(C=CC(=O)c2ccccc2O)c1,True,BitterDB
286,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049120>,False,COC1CCC(CC1O)CCC1CCCCC1,True,Rojas et al. (2017)
287,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049170>,False,CC(C)CC(=O)OCCC(C)CCCC(=C)C,True,BitterDB
288,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0491C0>,False,COc1ccc(cc1)C2=CC(=S)SS2,True,BitterDB
289,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049210>,False,Cc1cccc(Nc2ccccc2C(=O)O)c1C,True,BitterDB
290,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049260>,False,Oc1:c:c:c(:c:c:1)C2COc3:c:c(O):c:c:c:3C2,True,BitterDB
291,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0492B0>,False,[K+].OCOc1ccccc1S(=O)(=O)[O-],True,BitterDB
292,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049300>,False,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,True,BitterDB
293,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049350>,False,C=CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,True,BitterDB
294,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0493A0>,False,O.O.[Cl-].[Cl-].[Ba+2],True,BitterDB
295,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0493F0>,False,[NH4+].[O-]c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],True,BitterDB
296,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049440>,False,O=c(o1)ccc(c2OC)c1c(OC)c(c23)occ3,True,Wiener et al. (2017) - Bitter-New
297,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049490>,False,O=c(o1)ccc(c2OC)c1c(OC)c(c23)occ3,True,Wiener et al. (2017) - UNIMI
298,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0494E0>,False,C[C@@H]1[C@@H]2CCC(=C3[C@@H]([C@H]2OC1=O)C(=CC3=O)C)C,True,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
299,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049530>,False,CC1C2CCC3(C)C=CC(=O)C(=C3C2OC1=O)C,True,BitterDB
300,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049580>,False,CC1=CC[C@]23O[C@@]2(C)CC[C@@H]4[C@H](OC(=O)C4=C)[C@H]13,True,BitterDB
301,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0495D0>,False,OC[C@H](COC(CCCCCCCCC)=O)O,True,Rodgers et al. (2006)
302,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049620>,False,CCCCCCCCCC(=O)OCC(O)CO,True,BitterDB
303,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049670>,False,O.O.O.O.O.O.O.[Mg+2].[O-]S(=O)(=O)[O-],True,BitterDB
304,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0496C0>,False,Cl.C(C1=NCCN1)c2cccc3ccccc23,True,BitterDB
305,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049710>,False,CC(C)(OC1OC(CO)C(O)C(O)C1O)C#N,True,BitterDB
306,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049760>,False,[Na].CCC=C(/C)C1(CC)C(=O)NC(=O)NC1=O,True,BitterDB
307,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0497B0>,False,CC1CC23CCCN4CCCC(C(=O)CC2)C34C1,True,BitterDB
308,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049800>,False,[Br-].[Br-].[Sr+2],True,BitterDB
309,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049850>,False,[Na+].CCC1(CCC(C)C)C(=O)NC(=NC1=O)[O-],True,BitterDB
310,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0498A0>,False,[Na+].CCCC(C)C1(CC)C(=O)NC(=NC1=O)[O-],True,BitterDB
311,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0498F0>,False,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,True,BitterDB
312,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049940>,False,CC1=C/CC[C@@]2(C)O[C@H]2[C@H]3OC(=O)C(=C)[C@@H]3CC1,True,BitterDB
313,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049990>,False,CC1C2CCC3(C)OC34CC=C(C)C4C2OC1=O,True,BitterDB
314,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0499E0>,False,CC1=C/[C@H]2OC(=O)C(=C)[C@@H]2CCC(=C)[C@H](O)CC1,True,BitterDB
315,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049A30>,False,CC[C@H](C)C(=O)Oc(c1\C=C\C)ccc(c1)OC,True,Wiener et al. (2017) - Bitter-New
316,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049A80>,False,OC(=O)c1cc(nc2ccccc12)c3ccccc3,True,BitterDB
317,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049AD0>,False,Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1,True,BitterDB
318,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049B20>,False,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,True,BitterDB
319,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049B70>,False,OC1CCCN2CC3CC(CN4CCCCC34)C12,True,BitterDB
320,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049BC0>,False,O=C(Cc1ccc(cc1)N(=O)=O)NCCC(=O)O,True,Rojas et al. (2017)
321,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049C10>,False,Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1,True,BitterDB
322,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049C60>,False,[Na+].CCC1(C(=O)NC(=NC1=O)[O-])c2ccccc2,True,BitterDB
323,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049CB0>,False,Oc1ccc(cc1)C2=CC(=O)c3c(O)cccc3O2,True,BitterDB
324,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049D00>,False,Oc1ccc(cc1)C2=CC(=O)c3ccc(O)cc3O2,True,BitterDB
325,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049D50>,False,CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O,True,BitterDB
326,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049DA0>,False,Oc1ccccc1C2=CC(=O)c3c(O)cccc3O2,True,BitterDB
327,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049DF0>,False,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,True,BitterDB
328,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049E40>,False,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,True,BitterDB
329,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049E90>,False,Oc1ccc(cc1)C2=CC(=O)c3cc(O)ccc3O2,True,BitterDB
330,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049EE0>,False,CN(C)CCOC(c1ccccc1)c2ccccc2,True,BitterDB
331,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049F30>,False,Oc1ccc(C=CC(=O)c2ccc(O)cc2O)cc1,True,BitterDB
332,<rdkit.Chem.rdchem.Mol object at 0x00000201DE049F80>,False,Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccccc3,True,BitterDB
333,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067030>,False,Oc1ccc(C(=O)C=Cc2ccccc2O)c(O)c1,True,BitterDB
334,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067080>,False,Oc1ccc(C=CC(=O)c2cc(O)ccc2O)cc1,True,BitterDB
335,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0670D0>,False,OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,True,BitterDB
336,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067120>,False,Oc1ccc(cc1)C2CC(=O)c3ccc(O)cc3O2,True,BitterDB
337,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067170>,False,CC(I)C1OCC(CO)O1,True,BitterDB
338,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0671C0>,False,OC(=O)c1ccccc1OC(=O)c1ccccc1O,True,BitterDB
339,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067210>,False,COc1ccc(cc1O)COC(=O)c1ccccc1,True,Rojas et al. (2017)
340,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067260>,False,OCC(c1ccccc1)Cc1ccc(c(c1)O)OC,True,Rojas et al. (2017)
341,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0672B0>,False,[Na].CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2,True,BitterDB
342,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067300>,False,c1coc(c12)nc3c(c2OC)ccc(OC)c3OC,True,Wiener et al. (2017) - Bitter-New
343,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067350>,False,COc(c1)c(OC)cc(c2OC)c1nc(c23)occ3,True,Wiener et al. (2017) - UNIMI
344,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0673A0>,False,c1coc(c12)nc3c(c2OC)ccc(OC)c3OC,True,Wiener et al. (2017) - UNIMI
345,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0673F0>,False,CCN(CC)C(=O)CSc1ccc(Cl)nn1,True,BitterDB
346,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067440>,False,COc1c2OC(=CC(=O)c2c(OC)c3ccoc13)C,True,BitterDB
347,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067490>,False,[Na+].CCCC(C)C1(CC=C)C(=O)NC(=O)[N-]C1=O,True,BitterDB
348,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0674E0>,False,COc(c1)c(OC)cc(c2OC)c1[nH+]c(c23)occ3,True,Wiener et al. (2017) - UNIMI
349,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067530>,False,c1(ccc2c(c1C[C@H]1C(O1)(C)C)oc(cc2)=O)OC,True,Rodgers et al. (2006)
350,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067580>,False,COc1ccc2C=CC(=O)Oc2c1CC3OC3(C)C,True,BitterDB
351,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0675D0>,False,CCC(=O)OCC(COC(=O)CC)OC(=O)CC,True,Fenaroli’s Handbook of Flavor Ingredient
352,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067620>,False,CC1CC[C@@H](C(=C)C(=O)O2)[C@H]2[C@H](C=13)C(CO)=CC3=O,True,Wiener et al. (2017) - Phyto-Dictionary
353,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067670>,False,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,True,BitterDB
354,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0676C0>,False,CCCCCCCC=C/[C@H](O)C#CC#C[C@@H](O)C=C,True,BitterDB
355,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067710>,False,[Na+].CN1C(=O)N(C)c2nc[nH]c2C1=O.CC(=O)[O-],True,BitterDB
356,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067760>,False,[Na+].CCCCCCC1(CC)C(=O)NC(=NC1=O)[O-],True,BitterDB
357,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0677B0>,False,CC1CC2OC(=O)C(=C)C2C(O)C3(C)C1C=CC3=O,True,BitterDB
358,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067800>,False,CC1C2C3OC(=O)C(=C)C3C(O)CC(=C)C2CC1=O,True,BitterDB
359,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067850>,False,CC1C2C(O)CC3(C)C=CC(=O)C(=C3C2OC1=O)C,True,BitterDB
360,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0678A0>,False,C[C@@H]1C[C@@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)O)C(=C)C(=O)O2,True,The Good Scents Company Database
361,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0678F0>,False,Cc1c(Cl)cccc1Nc2ncccc2C(=O)O,True,BitterDB
362,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067940>,False,CN(C)C(=O)C(=O)N(N(C)C(=O)C)c1ccccc1,True,BitterDB
363,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067990>,False,CNC(C)C(O)c1ccccc1.OS(=O)(=O)O,True,BitterDB
364,<rdkit.Chem.rdchem.Mol object at 0x00000201DE0679E0>,False,CC1C2CCC3(C(C2OC1=O)C(C=CC3=O)(C)O)C,True,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
365,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067A30>,False,C1CC(N2[C@H](C1)[C@H]1C[C@@H](C2)[C@H]2[N@](C1)CC[C@@H](C2)O)=O,True,Rodgers et al. (2006)
366,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067A80>,False,OC1CCN2CC3CC(CN4C3CCCC4=O)C2C1,True,BitterDB
367,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067AD0>,False,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,True,BitterDB
368,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067B20>,False,CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,True,BitterDB
369,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067B70>,False,C[C@H]1[C@@H]2[C@H](/C=C(\[C@H](CC/C(=C\[C@H]2OC1=O)/C)O)/C)O,True,Biochemical Targets of Plant Bioactive Compounds by Gideon Polya
370,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067BC0>,False,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,True,BitterDB
371,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067C10>,False,Oc1ccc2c(OC(=O)c3c2oc4cc(O)ccc34)c1,True,BitterDB
372,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067C60>,False,COc1ccc2C(=O)C=C(Oc2c1)c3ccc(O)cc3,True,BitterDB
373,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067CB0>,False,COc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,True,BitterDB
374,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067D00>,False,COc1ccc2OC(=CC(=O)c2c1)c3ccc(O)cc3,True,BitterDB
375,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067D50>,False,CN(C)CCOC(c1ccccc1)c2ccccc2C,True,BitterDB
376,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067DA0>,False,Oc1ccc2C(=O)C(=COc2c1)c3ccc(O)c(O)c3,True,BitterDB
377,<rdkit.Chem.rdchem.Mol object at 0x00000201DE067DF0>,False,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,True,BitterDB
